編號,字元,UNICODE,區段,CNS11643,Big5,筆畫,部首
5422,超,U+8D85,URO,1-623E,B657,12,走
5423,越,U+8D8A,URO,1-623D,B656,12,走
5424,趒,U+8D92,URO,2-476C,E066,13,走
5425,趕,U+8D95,URO,1-6B38,BBB0,14,走
5426,趖,U+8D96,URO,2-4E3E,E456,14,走
5427,趙,U+8D99,URO,1-6B37,BBAF,14,走
5428,趟,U+8D9F,URO,1-6F36,BDEB,15,走
5429,趡,U+8DA1,URO,2-545A,E7F1,15,走
5430,趣,U+8DA3,URO,1-6F37,BDEC,15,走
5431,趨,U+8DA8,URO,1-7558,C1CD,17,走
5432,足,U+8DB3,URO,1-4B4D,A8AC,7,足
5433,趴,U+8DB4,URO,1-535A,AD77,9,足
5434,趺,U+8DBA,URO,1-5D52,B36C,11,足
5435,趼,U+8DBC,URO,2-3959,D7D6,11,足
5436,趾,U+8DBE,URO,1-5D51,B36B,11,足
5437,跁,U+8DC1,URO,2-395D,D7DA,11,足
5438,跂,U+8DC2,URO,2-395A,D7D7,11,足
5439,跆,U+8DC6,URO,1-6247,B660,12,足
5440,跈,U+8DC8,URO,2-405F,DBF9,12,足
5441,跋,U+8DCB,URO,1-6242,B65B,12,足
5442,跌,U+8DCC,URO,1-6245,B65E,12,足
5443,跍,U+8DCD,URO,2-4058,DBF2,12,足
5444,跎,U+8DCE,URO,1-6240,B659,12,足
5445,跏,U+8DCF,URO,2-405C,DBF6,12,足
5446,跑,U+8DD1,URO,1-6244,B65D,12,足
5447,跔,U+8DD4,URO,3-3F3E,,12,足
5448,跕,U+8DD5,URO,2-405D,DBF7,12,足
5449,跖,U+8DD6,URO,2-405A,DBF4,12,足
5450,跙,U+8DD9,URO,2-405E,DBF8,12,足
5451,跚,U+8DDA,URO,1-6243,B65C,12,足
5452,跛,U+8DDB,URO,1-6246,B65F,12,足
5453,距,U+8DDD,URO,1-6241,B65A,12,足
5454,跟,U+8DDF,URO,1-6679,B8F2,13,足
5455,跡,U+8DE1,URO,1-6678,B8F1,13,足
5456,跢,U+8DE2,URO,2-4775,E06F,13,足
5457,跣,U+8DE3,URO,2-4774,E06E,13,足
5458,跤,U+8DE4,URO,1-6721,B8F8,13,足
5459,跨,U+8DE8,URO,1-667A,B8F3,13,足
5460,跩,U+8DE9,URO,2-4773,E06D,13,足
5461,跪,U+8DEA,URO,1-667E,B8F7,13,足
5462,跮,U+8DEE,URO,2-4771,E06B,13,足
5463,路,U+8DEF,URO,1-667B,B8F4,13,足
5464,跳,U+8DF3,URO,1-667C,B8F5,13,足
5465,跺,U+8DFA,URO,1-667D,B8F6,13,足
5466,跼,U+8DFC,URO,1-6B39,BBB1,14,足
5467,踃,U+8E03,URO,2-4E45,E45D,14,足
5468,踅,U+8E05,URO,2-4E48,E460,14,足
5469,踉,U+8E09,URO,2-4E3F,E457,14,足
5470,踏,U+8E0F,URO,1-6F3C,BDF1,15,足
5471,踐,U+8E10,URO,1-6F39,BDEE,15,足
5472,踔,U+8E14,URO,2-5468,E840,15,足
5473,踗,U+8E17,URO,2-546D,E845,15,足
5474,踜,U+8E1C,URO,2-546C,E844,15,足
5475,踞,U+8E1E,URO,1-6F40,BDF5,15,足
5476,踟,U+8E1F,URO,1-6F3E,BDF3,15,足
5477,踢,U+8E22,URO,1-6F3B,BDF0,15,足
5478,踣,U+8E23,URO,2-545D,E7F4,15,足
5479,踤,U+8E24,URO,2-545F,E7F6,15,足
5480,踩,U+8E29,URO,1-6F3D,BDF2,15,足
5481,踮,U+8E2E,URO,2-5460,E7F7,15,足
5482,踴,U+8E34,URO,1-724D,BFE3,16,足
5483,踵,U+8E35,URO,1-7250,BFE6,16,足
5484,踿,U+8E3F,URO,2-5A73,EBC7,16,足
5485,蹀,U+8E40,URO,2-5A6C,EBC0,16,足
5486,蹁,U+8E41,URO,2-5A71,EBC5,16,足
5487,蹂,U+8E42,URO,1-724E,BFE4,16,足
5488,蹃,U+8E43,URO,3-527C,,16,足
5489,蹄,U+8E44,URO,1-724B,BFE1,16,足
5490,蹇,U+8E47,URO,2-5F6B,EEBF,17,足
5491,蹈,U+8E48,URO,1-755B,C1D0,17,足
5492,蹉,U+8E49,URO,1-7559,C1CE,17,足
5493,蹊,U+8E4A,URO,1-755C,C1D1,17,足
5494,蹋,U+8E4B,URO,1-755A,C1CF,17,足
5495,蹌,U+8E4C,URO,2-5F6A,EEBE,17,足
5496,蹍,U+8E4D,URO,2-5F67,EEBB,17,足
5497,蹓,U+8E53,URO,2-5F68,EEBC,17,足
5498,蹔,U+8E54,URO,2-636F,F145,18,足
5499,蹘,U+8E58,URO,3-5932,,18,足
5500,蹙,U+8E59,URO,1-7744,C2D9,18,足
5501,蹚,U+8E5A,URO,2-636B,F141,18,足
5502,蹛,U+8E5B,URO,2-636A,F140,18,足
5503,蹟,U+8E5F,URO,1-7748,C2DD,18,足
5504,蹢,U+8E62,URO,2-6363,F0F8,18,足
5505,蹣,U+8E63,URO,1-7745,C2DA,18,足
5506,蹤,U+8E64,URO,1-7747,C2DC,18,足
5507,蹥,U+8E65,URO,2-6368,F0FD,18,足
5508,蹦,U+8E66,URO,1-7746,C2DB,18,足
5509,蹧,U+8E67,URO,2-6369,F0FE,18,足
5510,蹩,U+8E69,URO,2-636E,F144,18,足
5511,蹬,U+8E6C,URO,1-792B,C3DE,19,足
5512,蹭,U+8E6D,URO,2-673B,F34F,19,足
5513,蹲,U+8E72,URO,1-7928,C3DB,19,足
5514,蹳,U+8E73,URO,2-673D,F351,19,足
5515,蹴,U+8E74,URO,1-792D,C3E0,19,足
5516,蹶,U+8E76,URO,1-792A,C3DD,19,足
5517,蹺,U+8E7A,URO,1-792C,C3DF,19,足
5518,蹻,U+8E7B,URO,2-6740,F354,19,足
5519,蹼,U+8E7C,URO,1-7927,C3DA,19,足
5520,蹽,U+8E7D,URO,14-6C49,,19,足
5521,躁,U+8E81,URO,1-7A47,C4BC,20,足
5522,躂,U+8E82,URO,1-7A49,C4BE,20,足
5523,躄,U+8E84,URO,2-6A27,F4D9,20,足
5524,躇,U+8E87,URO,1-7929,C3DC,19,足
5525,躉,U+8E89,URO,1-7A46,C4BB,20,足
5526,躊,U+8E8A,URO,1-7B2F,C543,21,足
5527,躋,U+8E8B,URO,1-7B31,C545,21,足
5528,躍,U+8E8D,URO,1-7B30,C544,21,足
5529,躐,U+8E90,URO,2-6E30,F761,22,足
5530,躕,U+8E95,URO,2-6E2C,F75D,22,足
5531,躘,U+8E98,URO,2-6F54,F846,23,足
5532,躡,U+8EA1,URO,1-7D29,C65C,25,足
5533,躦,U+8EA6,URO,2-715F,F970,26,足
5534,躪,U+8EAA,URO,1-7D3B,C66E,27,足
5535,身,U+8EAB,URO,1-4B4E,A8AD,7,身
5536,躬,U+8EAC,URO,1-5845,B060,10,身
5537,躲,U+8EB2,URO,1-6723,B8FA,13,身
5538,躼,U+8EBC,URO,3-6652,,15,身
5539,躽,U+8EBD,URO,2-5A74,EBC8,16,身
5540,軀,U+8EC0,URO,1-774A,C2DF,18,身
5541,軁,U+8EC1,URO,3-5936,,18,身
5542,軂,U+8EC2,URO,2-6741,F355,19,身
5543,車,U+8ECA,URO,1-4B4F,A8AE,7,車
5544,軋,U+8ECB,URO,1-4F51,AAEE,8,車
5545,軌,U+8ECC,URO,1-535C,AD79,9,車
5546,軍,U+8ECD,URO,1-535B,AD78,9,車
5547,軒,U+8ED2,URO,1-5846,B061,10,車
5548,軔,U+8ED4,URO,1-5847,B062,10,車
5549,軛,U+8EDB,URO,1-5D53,B36D,11,車
5550,軟,U+8EDF,URO,1-5D54,B36E,11,車
5551,軫,U+8EEB,URO,2-406D,DC48,12,車
5552,軮,U+8EEE,URO,2-4067,DC42,12,車
5553,軸,U+8EF8,URO,1-6249,B662,12,車
5554,軻,U+8EFB,URO,1-6248,B661,12,車
5555,軼,U+8EFC,URO,1-624A,B663,12,車
5556,較,U+8F03,URO,1-6724,B8FB,13,車
5557,載,U+8F09,URO,1-6725,B8FC,13,車
5558,輒,U+8F12,URO,1-6B3B,BBB3,14,車
5559,輓,U+8F13,URO,1-6B3D,BBB5,14,車
5560,輔,U+8F14,URO,1-6B3A,BBB2,14,車
5561,輕,U+8F15,URO,1-6B3C,BBB4,14,車
5562,輛,U+8F1B,URO,1-6F43,BDF8,15,車
5563,輝,U+8F1D,URO,1-6F42,BDF7,15,車
5564,輟,U+8F1F,URO,1-6F44,BDF9,15,車
5565,輦,U+8F26,URO,1-6F46,BDFB,15,車
5566,輩,U+8F29,URO,1-6F45,BDFA,15,車
5567,輪,U+8F2A,URO,1-6F47,BDFC,15,車
5568,輯,U+8F2F,URO,1-7252,BFE8,16,車
5569,輸,U+8F38,URO,1-7253,BFE9,16,車
5570,輻,U+8F3B,URO,1-7251,BFE7,16,車
5571,輾,U+8F3E,URO,1-755E,C1D3,17,車
5572,輿,U+8F3F,URO,1-7561,C1D6,17,車
5573,轂,U+8F42,URO,1-755F,C1D4,17,車
5574,轄,U+8F44,URO,1-755D,C1D2,17,車
5575,轅,U+8F45,URO,1-7560,C1D5,17,車
5576,轆,U+8F46,URO,2-6370,F146,18,車
5577,轉,U+8F49,URO,1-774B,C2E0,18,車
5578,轍,U+8F4D,URO,1-774C,C2E1,18,車
5579,轎,U+8F4E,URO,1-792F,C3E2,19,車
5580,轔,U+8F54,URO,1-792E,C3E1,19,車
5581,轟,U+8F5F,URO,1-7B32,C546,21,車
5582,轥,U+8F65,URO,3-6222,,27,車
5583,辛,U+8F9B,URO,1-4B50,A8AF,7,辛
5584,辜,U+8F9C,URO,1-624B,B664,12,辛
5585,辟,U+8F9F,URO,1-6728,B940,13,辛
5586,辣,U+8FA3,URO,1-6B3E,BBB6,14,辛
5587,辦,U+8FA6,URO,1-7256,BFEC,16,辛
5588,辨,U+8FA8,URO,1-7255,BFEB,16,辛
5589,辭,U+8FAD,URO,1-7930,C3E3,19,辛
5590,辮,U+8FAE,URO,1-7A29,C47C,20,糸
5591,辯,U+8FAF,URO,1-7B33,C547,21,辛
5592,辰,U+8FB0,URO,1-4B51,A8B0,7,辰
5593,辱,U+8FB1,URO,1-5849,B064,10,辰
5594,農,U+8FB2,URO,1-6729,B941,13,辰
5595,迂,U+8FC2,URO,1-4B52,A8B1,7,辵
5596,迄,U+8FC4,URO,1-4B55,A8B4,7,辵
5597,迅,U+8FC5,URO,1-4B54,A8B3,7,辵
5598,迆,U+8FC6,URO,1-4B53,A8B2,7,辵
5599,迌,U+8FCC,URO,3-2A70,,8,辵
5600,迎,U+8FCE,URO,1-4F52,AAEF,8,辵
5601,近,U+8FD1,URO,1-4F54,AAF1,8,辵
5602,迒,U+8FD2,URO,2-286C,CDCC,8,辵
5603,返,U+8FD4,URO,1-4F53,AAF0,8,辵
5604,迢,U+8FE2,URO,1-535F,AD7C,9,辵
5605,迤,U+8FE4,URO,1-5364,ADA3,9,辵
5606,迥,U+8FE5,URO,1-5361,AD7E,9,辵
5607,迦,U+8FE6,URO,1-535E,AD7B,9,辵
5608,迨,U+8FE8,URO,1-5365,ADA4,9,辵
5609,迪,U+8FEA,URO,1-5360,AD7D,9,辵
5610,迫,U+8FEB,URO,1-5363,ADA2,9,辵
5611,迭,U+8FED,URO,1-5362,ADA1,9,辵
5612,迮,U+8FEE,URO,2-2D56,D0B5,9,辵
5613,述,U+8FF0,URO,1-535D,AD7A,9,辵
5614,迴,U+8FF4,URO,1-584F,B06A,10,辵
5615,迵,U+8FF5,URO,2-332F,D3EB,10,辵
5616,迷,U+8FF7,URO,1-584C,B067,10,辵
5617,迸,U+8FF8,URO,1-5853,B06E,10,辵
5618,迹,U+8FF9,URO,3-3425,,10,辵
5619,迺,U+8FFA,URO,1-584E,B069,10,辵
5620,追,U+8FFD,URO,1-5851,B06C,10,辵
5621,退,U+9000,URO,1-584D,B068,10,辵
5622,送,U+9001,URO,1-584A,B065,10,辵
5623,逃,U+9003,URO,1-5850,B06B,10,辵
5624,逆,U+9006,URO,1-584B,B066,10,辵
5625,逍,U+900D,URO,1-5D56,B370,11,辵
5626,透,U+900F,URO,1-5D60,B37A,11,辵
5627,逐,U+9010,URO,1-5D5C,B376,11,辵
5628,逑,U+9011,URO,2-3967,D7E4,11,辵
5629,递,U+9012,URO,3-394A,,11,辵
5630,途,U+9014,URO,1-5D64,B37E,11,辵
5631,逕,U+9015,URO,1-5D5D,B377,11,辵
5632,逖,U+9016,URO,1-5D62,B37C,11,辵
5633,逗,U+9017,URO,1-5D58,B372,11,辵
5634,這,U+9019,URO,1-5D55,B36F,11,辵
5635,通,U+901A,URO,1-5D57,B371,11,辵
5636,逛,U+901B,URO,1-5D63,B37D,11,辵
5637,逝,U+901D,URO,1-5D5B,B375,11,辵
5638,逞,U+901E,URO,1-5D5E,B378,11,辵
5639,速,U+901F,URO,1-5D5A,B374,11,辵
5640,造,U+9020,URO,1-5D5F,B379,11,辵
5641,逡,U+9021,URO,2-396A,D7E7,11,辵
5642,逢,U+9022,URO,1-5D61,B37B,11,辵
5643,連,U+9023,URO,1-5D59,B373,11,辵
5644,逩,U+9029,URO,3-3F50,,12,辵
5645,逮,U+902E,URO,1-624C,B665,12,辵
5646,週,U+9031,URO,1-624E,B667,12,辵
5647,進,U+9032,URO,1-6250,B669,12,辵
5648,逵,U+9035,URO,1-624D,B666,12,辵
5649,逸,U+9038,URO,1-624F,B668,12,辵
5650,逼,U+903C,URO,1-672F,B947,13,辵
5651,逾,U+903E,URO,1-6737,B94F,13,辵
5652,遁,U+9041,URO,1-6738,B950,13,辵
5653,遂,U+9042,URO,1-672D,B945,13,辵
5654,遇,U+9047,URO,1-6732,B94A,13,辵
5655,遊,U+904A,URO,1-672B,B943,13,辵
5656,運,U+904B,URO,1-672A,B942,13,辵
5657,遍,U+904D,URO,1-6735,B94D,13,辵
5658,過,U+904E,URO,1-6734,B94C,13,辵
5659,遏,U+904F,URO,1-6733,B94B,13,辵
5660,遐,U+9050,URO,1-6731,B949,13,辵
5661,道,U+9053,URO,1-672C,B944,13,辵
5662,達,U+9054,URO,1-672E,B946,13,辵
5663,違,U+9055,URO,1-6730,B948,13,辵
5664,遙,U+9059,URO,1-6B43,BBBB,14,辵
5665,遛,U+905B,URO,1-6B47,BBBF,14,辵
5666,遜,U+905C,URO,1-6B41,BBB9,14,辵
5667,遞,U+905E,URO,1-6B44,BBBC,14,辵
5668,遠,U+9060,URO,1-6B3F,BBB7,14,辵
5669,遢,U+9062,URO,1-6B45,BBBD,14,辵
5670,遣,U+9063,URO,1-6B42,BBBA,14,辵
5671,遨,U+9068,URO,1-6F4D,BE43,15,辵
5672,適,U+9069,URO,1-6F4B,BE41,15,辵
5673,遭,U+906D,URO,1-6F4E,BE44,15,辵
5674,遮,U+906E,URO,1-6F4C,BE42,15,辵
5675,遰,U+9070,URO,2-5478,E850,15,辵
5676,遲,U+9072,URO,1-725A,BFF0,16,辵
5677,遴,U+9074,URO,1-7258,BFEE,16,辵
5678,遵,U+9075,URO,1-7257,BFED,16,辵
5679,遶,U+9076,URO,2-5A7C,EBD0,16,辵
5680,遷,U+9077,URO,1-6F4F,BE45,15,辵
5681,選,U+9078,URO,1-7259,BFEF,16,辵
5682,遹,U+9079,URO,2-5A7D,EBD1,16,辵
5683,遺,U+907A,URO,1-725C,BFF2,16,辵
5684,遼,U+907C,URO,1-725B,BFF1,16,辵
5685,遽,U+907D,URO,1-7563,C1D8,17,辵
5686,避,U+907F,URO,1-7562,C1D7,17,辵
5687,邀,U+9080,URO,1-7567,C1DC,17,辵
5688,邁,U+9081,URO,1-7565,C1DA,17,辵
5689,邂,U+9082,URO,1-7566,C1DB,17,辵
5690,邃,U+9083,URO,1-774E,C2E3,18,辵
5691,還,U+9084,URO,1-7564,C1D9,17,辵
5692,邇,U+9087,URO,1-774D,C2E2,18,辵
5693,邈,U+9088,URO,1-774F,C2E4,18,辵
5694,邊,U+908A,URO,1-7931,C3E4,19,辵
5695,邋,U+908B,URO,1-7932,C3E5,19,辵
5696,邏,U+908F,URO,1-7C4A,C5DE,23,辵
5697,邑,U+9091,URO,1-4B57,A8B6,7,邑
5698,邢,U+90A2,URO,1-4B58,A8B7,7,邑
5699,那,U+90A3,URO,1-4B5B,A8BA,7,邑
5700,邦,U+90A6,URO,1-4B5A,A8B9,7,邑
5701,邪,U+90AA,URO,1-4B59,A8B8,7,邑
5702,邰,U+90B0,URO,2-2877,CDD7,8,邑
5703,邱,U+90B1,URO,1-4F57,AAF4,8,邑
5704,邴,U+90B4,URO,2-2874,CDD4,8,邑
5705,邵,U+90B5,URO,1-4F55,AAF2,8,邑
5706,邸,U+90B8,URO,1-4F56,AAF3,8,邑
5707,郁,U+90C1,URO,1-5368,ADA7,9,邑
5708,郊,U+90CA,URO,1-5366,ADA5,9,邑
5709,郎,U+90CE,URO,1-5367,ADA6,9,邑
5710,郜,U+90DC,URO,2-3340,D3FC,10,邑
5711,郝,U+90DD,URO,1-5856,B071,10,邑
5712,郡,U+90E1,URO,1-5855,B070,10,邑
5713,郢,U+90E2,URO,1-5857,B072,10,邑
5714,部,U+90E8,URO,1-5D65,B3A1,11,邑
5715,郭,U+90ED,URO,1-5D66,B3A2,11,邑
5716,郵,U+90F5,URO,1-6253,B66C,12,邑
5717,都,U+90FD,URO,1-5D67,B3A3,11,邑
5718,鄂,U+9102,URO,1-6252,B66B,12,邑
5719,鄉,U+9109,URO,1-6254,B66D,12,邑
5720,鄒,U+9112,URO,1-6739,B951,13,邑
5721,鄔,U+9114,URO,2-482F,E0A9,13,邑
5722,鄙,U+9119,URO,1-6B48,BBC0,14,邑
5723,鄞,U+911E,URO,1-6B4A,BBC2,14,邑
5724,鄧,U+9127,URO,1-6F52,BE48,15,邑
5725,鄭,U+912D,URO,1-6F51,BE47,15,邑
5726,鄰,U+9130,URO,1-6F50,BE46,15,邑
5727,鄺,U+913A,URO,2-6375,F14B,18,邑
5728,酆,U+9146,URO,2-6C49,F65A,21,邑
5729,酉,U+9149,URO,1-4B5C,A8BB,7,酉
5730,酊,U+914A,URO,1-536B,ADAA,9,酉
5731,酋,U+914B,URO,1-536A,ADA9,9,酉
5732,酌,U+914C,URO,1-585A,B075,10,酉
5733,配,U+914D,URO,1-5859,B074,10,酉
5734,酒,U+9152,URO,1-5858,B073,10,酉
5735,酣,U+9163,URO,1-6256,B66F,12,酉
5736,酥,U+9165,URO,1-6257,B670,12,酉
5737,酪,U+916A,URO,1-673C,B954,13,酉
5738,酬,U+916C,URO,1-673B,B953,13,酉
5739,酵,U+9175,URO,1-6B4B,BBC3,14,酉
5740,酷,U+9177,URO,1-6B4D,BBC5,14,酉
5741,酸,U+9178,URO,1-6B4C,BBC4,14,酉
5742,酹,U+9179,URO,2-4E5C,E474,14,酉
5743,酺,U+917A,URO,2-4E5A,E472,14,酉
5744,醃,U+9183,URO,1-6F57,BE4D,15,酉
5745,醇,U+9187,URO,1-6F54,BE4A,15,酉
5746,醉,U+9189,URO,1-6F55,BE4B,15,酉
5747,醋,U+918B,URO,1-6F56,BE4C,15,酉
5748,醎,U+918E,URO,3-532D,,16,酉
5749,醐,U+9190,URO,2-5B27,EBD9,16,酉
5750,醒,U+9192,URO,1-725E,BFF4,16,酉
5751,醜,U+919C,URO,1-756B,C1E0,17,酉
5752,醞,U+919E,URO,1-756A,C1DF,17,酉
5753,醠,U+91A0,URO,2-5F78,EECC,17,酉
5754,醡,U+91A1,URO,2-5F76,EECA,17,酉
5755,醢,U+91A2,URO,2-5F72,EEC6,17,酉
5756,醪,U+91AA,URO,2-637C,F152,18,酉
5757,醫,U+91AB,URO,1-7750,C2E5,18,酉
5758,醬,U+91AC,URO,1-7751,C2E6,18,酉
5759,醭,U+91AD,URO,2-674B,F35F,19,酉
5760,醮,U+91AE,URO,1-7934,C3E7,19,酉
5761,醴,U+91B4,URO,1-7A4A,C4BF,20,酉
5762,醹,U+91B9,URO,2-6C4C,F65D,21,酉
5763,醽,U+91BD,URO,2-7056,F8C8,24,酉
5764,釀,U+91C0,URO,1-7C6E,C643,24,酉
5765,釁,U+91C1,URO,1-7D2A,C65D,25,酉
5766,釃,U+91C3,URO,2-7160,F971,26,酉
5767,釅,U+91C5,URO,1-7D3C,C66F,27,酉
5768,采,U+91C7,URO,1-4F59,AAF6,8,釆
5769,釉,U+91C9,URO,1-673E,B956,13,釆
5770,釋,U+91CB,URO,1-7A4B,C4C0,20,釆
5771,里,U+91CC,URO,1-4B5E,A8BD,7,里
5772,重,U+91CD,URO,1-536C,ADAB,9,里
5773,野,U+91CE,URO,1-5D69,B3A5,11,里
5774,量,U+91CF,URO,1-6258,B671,12,里
5775,釐,U+91D0,URO,1-7752,C2E7,18,里
5776,金,U+91D1,URO,1-4F5A,AAF7,8,金
5777,釗,U+91D7,URO,1-585D,B078,10,金
5778,釘,U+91D8,URO,1-585B,B076,10,金
5779,釜,U+91DC,URO,1-585E,B079,10,金
5780,針,U+91DD,URO,1-585C,B077,10,金
5781,釣,U+91E3,URO,1-5D6C,B3A8,11,金
5782,釦,U+91E6,URO,1-5D6B,B3A7,11,金
5783,釧,U+91E7,URO,1-5D6D,B3A9,11,金
5784,釵,U+91F5,URO,1-5D6A,B3A6,11,金
5785,鈂,U+9202,URO,2-4138,DC71,12,金
5786,鈃,U+9203,URO,2-412C,DC65,12,金
5787,鈍,U+920D,URO,1-625E,B677,12,金
5788,鈎,U+920E,URO,3-3F68,,12,金
5789,鈐,U+9210,URO,1-625F,B678,12,金
5790,鈑,U+9211,URO,1-6261,B67A,12,金
5791,鈔,U+9214,URO,1-6259,B672,12,金
5792,鈕,U+9215,URO,1-625A,B673,12,金
5793,鈗,U+9217,URO,2-413C,DC75,12,金
5794,鈞,U+921E,URO,1-625D,B676,12,金
5795,鈣,U+9223,URO,1-625B,B674,12,金
5796,鈦,U+9226,URO,2-412E,DC67,12,金
5797,鈪,U+922A,URO,14-6153,,12,金
5798,鈴,U+9234,URO,1-6749,B961,13,金
5799,鈷,U+9237,URO,1-673F,B957,13,金
5800,鈸,U+9238,URO,1-6741,B959,13,金
5801,鈿,U+923F,URO,1-674E,B966,13,金
5802,鉀,U+9240,URO,1-6743,B95B,13,金
5803,鉅,U+9245,URO,1-674C,B964,13,金
5804,鉈,U+9248,URO,2-4834,E0AE,13,金
5805,鉉,U+9249,URO,1-674A,B962,13,金
5806,鉋,U+924B,URO,1-6746,B95E,13,金
5807,鉎,U+924E,URO,2-484E,E0C8,13,金
5808,鉔,U+9254,URO,2-484A,E0C4,13,金
5809,鉗,U+9257,URO,1-6740,B958,13,金
5810,鉚,U+925A,URO,1-674F,B967,13,金
5811,鉛,U+925B,URO,1-6745,B95D,13,金
5812,鉞,U+925E,URO,2-483B,E0B5,13,金
5813,鉤,U+9264,URO,1-6747,B95F,13,金
5814,鉦,U+9266,URO,2-4838,E0B2,13,金
5815,鉸,U+9278,URO,1-6B4F,BBC7,14,金
5816,鉼,U+927C,URO,1-6B59,BBD0,14,金
5817,銀,U+9280,URO,1-6B51,BBC8,14,金
5818,銃,U+9283,URO,2-483C,E0B6,13,金
5819,銅,U+9285,URO,1-6B52,BBC9,14,金
5820,銇,U+9287,URO,2-4E7C,E4B6,14,金
5821,銎,U+928E,URO,2-4E6F,E4A9,14,金
5822,銑,U+9291,URO,1-6B5A,BBD1,14,金
5823,銓,U+9293,URO,1-6B56,BBCD,14,金
5824,銘,U+9298,URO,1-6B53,BBCA,14,金
5825,銜,U+929C,URO,1-6B57,BBCE,14,金
5826,銬,U+92AC,URO,1-6B50,BE52,14,金
5827,銲,U+92B2,URO,1-6F63,BE5A,15,金
5828,銳,U+92B3,URO,1-6F5E,BE55,15,金
5829,銷,U+92B7,URO,1-6F5A,BE50,15,金
5830,銹,U+92B9,URO,3-4F50,F9D7,15,金
5831,銼,U+92BC,URO,1-6F5F,BE56,15,金
5832,鋁,U+92C1,URO,1-6F5D,BE54,15,金
5833,鋅,U+92C5,URO,1-6F58,BE4E,15,金
5834,鋉,U+92C9,URO,2-5543,E879,15,金
5835,鋏,U+92CF,URO,2-5532,E868,15,金
5836,鋒,U+92D2,URO,1-6F60,BE57,15,金
5837,鋟,U+92DF,URO,2-5534,E86A,15,金
5838,鋤,U+92E4,URO,1-6F5C,BE53,15,金
5839,鋩,U+92E9,URO,2-5536,E86C,15,金
5840,鋪,U+92EA,URO,1-6F5B,BE51,15,金
5841,鋰,U+92F0,URO,1-6F62,BE59,15,金
5842,鋸,U+92F8,URO,1-7261,BFF7,16,金
5843,鋼,U+92FC,URO,1-7265,BFFB,16,金
5844,錄,U+9304,URO,1-7267,BFFD,16,金
5845,錐,U+9310,URO,1-7269,C040,16,金
5846,錑,U+9311,URO,4-5443,,16,金
5847,錘,U+9318,URO,1-7573,C1E8,17,金
5848,錙,U+9319,URO,1-726E,C045,16,金
5849,錚,U+931A,URO,1-7268,BFFE,16,金
5850,錞,U+931E,URO,2-5B2C,EBDE,16,金
5851,錠,U+9320,URO,1-725F,BFF5,16,金
5852,錡,U+9321,URO,1-726B,C042,16,金
5853,錢,U+9322,URO,1-7264,BFFA,16,金
5854,錤,U+9324,URO,2-5B44,EBF7,16,金
5855,錦,U+9326,URO,1-726A,C041,16,金
5856,錨,U+9328,URO,1-756E,C1E3,17,金
5857,錫,U+932B,URO,1-7266,BFFC,16,金
5858,錮,U+932E,URO,1-726D,C044,16,金
5859,錯,U+932F,URO,1-7263,BFF9,16,金
5860,錶,U+9336,URO,1-7260,BFF6,16,金
5861,鍊,U+934A,URO,1-7570,C1E5,17,金
5862,鍋,U+934B,URO,1-7572,C1E7,17,金
5863,鍍,U+934D,URO,1-756C,C1E1,17,金
5864,鍘,U+9358,URO,2-6022,EED4,17,金
5865,鍛,U+935B,URO,1-7576,C1EB,17,金
5866,鍟,U+935F,URO,3-5667,,17,金
5867,鍠,U+9360,URO,2-6028,EEDA,17,金
5868,鍡,U+9361,URO,2-6035,EEE7,17,金
5869,鍤,U+9364,URO,2-5F7C,EED0,17,金
5870,鍥,U+9365,URO,1-7571,C1E6,17,金
5871,鍫,U+936B,URO,3-566B,,17,金
5872,鍬,U+936C,URO,1-7575,C1EA,17,金
5873,鍰,U+9370,URO,1-7577,C1EC,17,金
5874,鍵,U+9375,URO,1-756F,C1E4,17,金
5875,鍼,U+937C,URO,2-6021,EED3,17,金
5876,鍾,U+937E,URO,1-7574,C1E9,17,金
5877,鎈,U+9388,URO,2-642C,F160,18,金
5878,鎉,U+9389,URO,2-6425,F159,18,金
5879,鎊,U+938A,URO,1-7754,C2E9,18,金
5880,鎔,U+9394,URO,1-7753,C2E8,18,金
5881,鎖,U+9396,URO,1-7755,C2EA,18,金
5882,鎚,U+939A,URO,1-775C,C2F1,18,金
5883,鎢,U+93A2,URO,1-7756,C2EB,18,金
5884,鎧,U+93A7,URO,2-6426,F15A,18,金
5885,鎬,U+93AC,URO,1-7759,C2EE,18,金
5886,鎮,U+93AE,URO,1-7758,C2ED,18,金
5887,鎰,U+93B0,URO,1-775A,C2EF,18,金
5888,鎳,U+93B3,URO,1-7757,C2EC,18,金
5889,鏃,U+93C3,URO,1-7938,C3EB,19,金
5890,鏈,U+93C8,URO,1-7939,C3EC,19,金
5891,鏍,U+93CD,URO,1-793E,C3F1,19,金
5892,鏖,U+93D6,URO,1-793C,C3EF,19,金
5893,鏗,U+93D7,URO,1-7941,C3F4,19,金
5894,鏘,U+93D8,URO,1-793F,C3F2,19,金
5895,鏜,U+93DC,URO,1-793A,C3ED,19,金
5896,鏝,U+93DD,URO,1-793B,C3EE,19,金
5897,鏟,U+93DF,URO,1-7937,C3EA,19,金
5898,鏡,U+93E1,URO,1-7935,C3E8,19,金
5899,鏢,U+93E2,URO,1-793D,C3F0,19,金
